,article_title,url,country,B,C,FA,GA,Start,Stub,revision_id,article_quality,region,population,high_quality
1325,Truong Cang,https://en.wikipedia.org/wiki/Truong_Cang,Cambodia,0.027359679471757953,0.05916276405664861,0.0031533071545905345,0.013241401161246613,0.4683801563604735,0.4287026917952828,1157572449,C,SOUTHEAST ASIA,17.0,False
1326,Tuot Saron,https://en.wikipedia.org/wiki/Tuot_Saron,Cambodia,0.03600533130074866,0.0903458953762037,0.006048974230439641,0.017946434400269565,0.6906796094367104,0.1589737552556281,1171902721,C,SOUTHEAST ASIA,17.0,False
1327,Uch Ven,https://en.wikipedia.org/wiki/Uch_Ven,Cambodia,0.005040740911895793,0.0073981124151577425,0.0010946215519609098,0.0023098159581153178,0.010726916670387072,0.9734297924924832,1178094497,C,SOUTHEAST ASIA,17.0,False
1328,Uk Vithun,https://en.wikipedia.org/wiki/Uk_Vithun,Cambodia,0.0048457201336208275,0.0070463832207745755,0.001080377093453232,0.0022619751264549193,0.01036854032121265,0.9743970041044839,1243811158,C,SOUTHEAST ASIA,17.0,False
1329,Ung Hong Sath,https://en.wikipedia.org/wiki/Ung_Hong_Sath,Cambodia,0.006228141334614111,0.007910121848950423,0.0012599669175407467,0.0026566096856438385,0.012825462795190973,0.9691196974180599,1250884183,C,SOUTHEAST ASIA,17.0,False
1330,Veng Sakhon,https://en.wikipedia.org/wiki/Veng_Sakhon,Cambodia,0.008463356872653979,0.013647120164940667,0.001828939184574322,0.004208148027135113,0.04719118790655013,0.9246612478441457,1249720857,C,SOUTHEAST ASIA,17.0,False
1331,Yat Hwaidi,https://en.wikipedia.org/wiki/Yat_Hwaidi,Cambodia,0.00920613881688937,0.011618468164161738,0.0016638670334613646,0.0031960399402686077,0.030647897689720427,0.9436675883554986,1130454039,C,SOUTHEAST ASIA,17.0,False
1332,Yat Hwaidi,https://en.wikipedia.org/wiki/Yat_Hwaidi,Cambodia,0.00920613881688937,0.011618468164161738,0.0016638670334613646,0.0031960399402686077,0.030647897689720427,0.9436675883554986,1130454039,C,SOUTHEAST ASIA,17.0,False
1333,Yat Hwaidi,https://en.wikipedia.org/wiki/Yat_Hwaidi,Thailand,0.00920613881688937,0.011618468164161738,0.0016638670334613646,0.0031960399402686077,0.030647897689720427,0.9436675883554986,1130454039,C,SOUTHEAST ASIA,66.0,False
1334,Yat Hwaidi,https://en.wikipedia.org/wiki/Yat_Hwaidi,Thailand,0.00920613881688937,0.011618468164161738,0.0016638670334613646,0.0031960399402686077,0.030647897689720427,0.9436675883554986,1130454039,C,SOUTHEAST ASIA,66.0,False
1335,Marie Catherine Abena,https://en.wikipedia.org/wiki/Marie_Catherine_Abena,Cameroon,0.02998925064759315,0.11681348008806332,0.004470752358052614,0.009261164276135004,0.7331877269877465,0.10627762564240957,1241219287,C,MIDDLE AFRICA,28.1,False
1336,Vincent de Paul Ahanda,https://en.wikipedia.org/wiki/Vincent_de_Paul_Ahanda,Cameroon,0.025070493792352478,0.040350855664014494,0.003289983528198017,0.0070661116126480225,0.1607152048362554,0.7635073505665315,1249317685,C,MIDDLE AFRICA,28.1,False
1337,Vincent de Paul Ahanda,https://en.wikipedia.org/wiki/Vincent_de_Paul_Ahanda,Cameroon,0.025070493792352478,0.040350855664014494,0.003289983528198017,0.0070661116126480225,0.1607152048362554,0.7635073505665315,1249317685,C,MIDDLE AFRICA,28.1,False
1338,Ahmadou Ahidjo,https://en.wikipedia.org/wiki/Ahmadou_Ahidjo,Cameroon,0.0376728743457816,0.016557949044952117,0.6444869748455815,0.29418889285577837,0.005092545877983436,0.002000763029923158,1250931149,FA,MIDDLE AFRICA,28.1,True
1339,Joseph Beti Assomo,https://en.wikipedia.org/wiki/Joseph_Beti_Assomo,Cameroon,0.11583156311702125,0.273854512951875,0.007775680982115616,0.06193740800086107,0.47530788575907035,0.06529294918905666,1229939964,C,MIDDLE AFRICA,28.1,False
1340,Charles Ateba Eyene,https://en.wikipedia.org/wiki/Charles_Ateba_Eyene,Cameroon,0.0822913224651098,0.3915134004423509,0.007372737408736443,0.01936559281508907,0.4021192597670178,0.09733768710169585,1234063279,C,MIDDLE AFRICA,28.1,False
1341,Olivier Bilé,https://en.wikipedia.org/wiki/Olivier_Bilé,Cameroon,0.017524080628548322,0.0381218420487017,0.003065775122146088,0.007602688650372911,0.22452511116167742,0.7091605023885537,1243540290,C,MIDDLE AFRICA,28.1,False
1342,Dsamou Micheline,https://en.wikipedia.org/wiki/Dsamou_Micheline,Cameroon,0.08440664487037551,0.27571966870364467,0.00694785827232012,0.023089952258887193,0.5224357270020035,0.087400148892769,1223788177,C,MIDDLE AFRICA,28.1,False
1343,Lawrence Fonka Shang,https://en.wikipedia.org/wiki/Lawrence_Fonka_Shang,Cameroon,0.007168900772585325,0.011078175856821774,0.0015100998647580935,0.003350030702444749,0.02448951720049924,0.9524032756028907,1041211681,C,MIDDLE AFRICA,28.1,False
1344,Victor Fotso,https://en.wikipedia.org/wiki/Victor_Fotso,Cameroon,0.02223109271389899,0.05463921238567729,0.004106758185271242,0.009586485116237109,0.4161592251684156,0.49327722643050004,1102345166,C,MIDDLE AFRICA,28.1,False
1345,Séraphin Magloire Fouda,https://en.wikipedia.org/wiki/Séraphin_Magloire_Fouda,Cameroon,0.021164738869207632,0.03476468343417619,0.003475708252589237,0.0067599552428732335,0.4603980060470854,0.47343690815406836,1009662257,C,MIDDLE AFRICA,28.1,False
1346,Lucy Gwanmesia,https://en.wikipedia.org/wiki/Lucy_Gwanmesia,Cameroon,0.042288963758076684,0.13880819324774987,0.004794649068610695,0.011274257781144506,0.6712829452116245,0.13155099093279396,1221349803,C,MIDDLE AFRICA,28.1,False
1347,Njomgang Isaac,https://en.wikipedia.org/wiki/Njomgang_Isaac,Cameroon,0.03767143581883243,0.09921670361592469,0.004859233093593694,0.008426973576743785,0.738996772153592,0.11082888174131332,1108440685,C,MIDDLE AFRICA,28.1,False
1348,René Jam Afane,https://en.wikipedia.org/wiki/René_Jam_Afane,Cameroon,0.04150111198885345,0.15292929685040837,0.004738883406469053,0.01072708910698773,0.6902446297987568,0.09985898884852458,1231186334,C,MIDDLE AFRICA,28.1,False
1349,Augustine Ngom Jua,https://en.wikipedia.org/wiki/Augustine_Ngom_Jua,Cameroon,0.11220263563729727,0.22541176433742596,0.00821905507422994,0.022728585478994767,0.5713054224438117,0.060132537028240354,1249031959,C,MIDDLE AFRICA,28.1,False
1350,Paul Monyonge Kale,https://en.wikipedia.org/wiki/Paul_Monyonge_Kale,Cameroon,0.09491726458934235,0.34996091110995353,0.005787178544216361,0.02412604971973519,0.4500296900726445,0.07517890596410814,1214426931,C,MIDDLE AFRICA,28.1,False
1351,Enanga Kebbi,https://en.wikipedia.org/wiki/Enanga_Kebbi,Cameroon,0.03616933735882925,0.15085697250157198,0.005033285135174151,0.010696622896446108,0.667127105730369,0.13011667637760949,1219533774,C,MIDDLE AFRICA,28.1,False
1352,Pierre Kotouo,https://en.wikipedia.org/wiki/Pierre_Kotouo,Cameroon,0.005967139687013497,0.0075610653625796265,0.0011925746071495859,0.002489759906664985,0.013867303826318095,0.9689221566102743,1177650482,C,MIDDLE AFRICA,28.1,False
1353,Laurentine Mbede,https://en.wikipedia.org/wiki/Laurentine_Mbede,Cameroon,0.04822404446294521,0.15137917623786168,0.00444046439010224,0.014016958247182439,0.6866826191238339,0.09525673753807451,1240148045,C,MIDDLE AFRICA,28.1,False
1354,Albert Mbida,https://en.wikipedia.org/wiki/Albert_Mbida,Cameroon,0.012918176540227337,0.034240507088602,0.0022695109469332976,0.00489356850318553,0.08508291218685075,0.8605953247342011,1230583945,C,MIDDLE AFRICA,28.1,False
1355,Ibrahim Mbombo Njoya,https://en.wikipedia.org/wiki/Ibrahim_Mbombo_Njoya,Cameroon,0.08639450977252175,0.13162070766052658,0.005509728853046984,0.023905316518657113,0.4983148880973625,0.25425484909788515,1226331859,C,MIDDLE AFRICA,28.1,False
1356,Clémentine Ananga Messina,https://en.wikipedia.org/wiki/Clémentine_Ananga_Messina,Cameroon,0.051890730248108904,0.2623540078741049,0.0054113187012785864,0.013248052568925413,0.6198371599535085,0.047258730654073745,1217696496,C,MIDDLE AFRICA,28.1,False
1357,Ousmane Mey,https://en.wikipedia.org/wiki/Ousmane_Mey,Cameroon,0.1538039446657431,0.2675430051301917,0.006122579195689421,0.024258785614206385,0.5033585062990845,0.04491317909508478,1017007525,C,MIDDLE AFRICA,28.1,False
1358,Victor Mukete,https://en.wikipedia.org/wiki/Victor_Mukete,Cameroon,0.08919563990347046,0.35469832349758895,0.005917160828691903,0.023122901008195026,0.5098636358532096,0.017202338908844032,1250196607,C,MIDDLE AFRICA,28.1,False
1359,Bernard Muna,https://en.wikipedia.org/wiki/Bernard_Muna,Cameroon,0.050907352723734985,0.16982311749120715,0.005381654038782834,0.012207869020296153,0.6901431541734631,0.07153685255251578,1108720863,C,MIDDLE AFRICA,28.1,False
1360,Jerôme Mvondo,https://en.wikipedia.org/wiki/Jerôme_Mvondo,Cameroon,0.011082076670564208,0.021287714831093388,0.002127598408101599,0.005430750646547301,0.0985153457605814,0.861556513683112,1250160956,C,MIDDLE AFRICA,28.1,False
1361,Anne Marthe Mvoto,https://en.wikipedia.org/wiki/Anne_Marthe_Mvoto,Cameroon,0.03422700413622944,0.12504924748243942,0.0045480398669967515,0.013433626057828033,0.6459358027098313,0.17680627974667493,1225861548,C,MIDDLE AFRICA,28.1,False
1362,Hermine Patricia Tomaïno Ndam Njoya,https://en.wikipedia.org/wiki/Hermine_Patricia_Tomaïno_Ndam_Njoya,Cameroon,0.16612757257894667,0.3936197167750773,0.008636580390519165,0.09738265199253368,0.3183664194387471,0.015867058824176102,1240147077,C,MIDDLE AFRICA,28.1,False
1363,Pierre Ngayewang,https://en.wikipedia.org/wiki/Pierre_Ngayewang,Cameroon,0.005957537960642418,0.006271458649605695,0.001050189075782755,0.001876245452059505,0.012099524114642686,0.972745044747267,1177650598,C,MIDDLE AFRICA,28.1,False
1364,John Ebong Ngole,https://en.wikipedia.org/wiki/John_Ebong_Ngole,Cameroon,0.006189304677039467,0.009421675253622004,0.0014004398467978376,0.003012623244105917,0.024114308590574375,0.9558616483878604,1151361877,C,MIDDLE AFRICA,28.1,False
1365,Xavier Ngoubeyou,https://en.wikipedia.org/wiki/Xavier_Ngoubeyou,Cameroon,0.005200010363080773,0.007677616945457303,0.0010207500037951582,0.0023329836174161983,0.012114202860682552,0.971654436209568,1242530072,C,MIDDLE AFRICA,28.1,False
1366,Victor Anomah Ngu,https://en.wikipedia.org/wiki/Victor_Anomah_Ngu,Cameroon,0.04088389931386716,0.07098219247419264,0.0037016844418029647,0.006238450256607173,0.6554753512584394,0.22271842225509078,1152439979,C,MIDDLE AFRICA,28.1,False
1367,Julienne Niat,https://en.wikipedia.org/wiki/Julienne_Niat,Cameroon,0.15044067020862664,0.3762578702181827,0.004821611751308309,0.030171537030588894,0.42512272217913083,0.01318558861216265,1227015746,C,MIDDLE AFRICA,28.1,False
1368,Dorothy L. Njeuma,https://en.wikipedia.org/wiki/Dorothy_L._Njeuma,Cameroon,0.03690137191128382,0.206500011976248,0.0050318632157356005,0.0110044924188629,0.6455436485436822,0.09501861193418754,1240137941,C,MIDDLE AFRICA,28.1,False
1369,Bernard Njonga,https://en.wikipedia.org/wiki/Bernard_Njonga,Cameroon,0.02492404298965716,0.048653211559664865,0.003901762032337156,0.011678590041476302,0.382841508165989,0.5280008852108755,1098278415,C,MIDDLE AFRICA,28.1,False
1370,Arouna N'Joya,https://en.wikipedia.org/wiki/Arouna_N'Joya,Cameroon,0.006796782961633944,0.01026985317214264,0.001386261930183527,0.0031076293092808065,0.016848931718283996,0.9615905409084751,1177650613,C,MIDDLE AFRICA,28.1,False
1371,Edouard Nomo-Ongolo,https://en.wikipedia.org/wiki/Edouard_Nomo-Ongolo,Cameroon,0.011879271175812951,0.016871198819822804,0.0016799513200278342,0.0036993928908451677,0.061724449838941986,0.9041457359545492,1146536611,C,MIDDLE AFRICA,28.1,False
1372,Antoine Ntsimi,https://en.wikipedia.org/wiki/Antoine_Ntsimi,Cameroon,0.14844879705428576,0.5134312124638386,0.006224689593599002,0.009941529417918836,0.30695216686475657,0.01500160460560122,1180554993,C,MIDDLE AFRICA,28.1,False
1373,Paul Pondi,https://en.wikipedia.org/wiki/Paul_Pondi,Cameroon,0.19147914203669003,0.4671526240499215,0.007432645666477819,0.030319359733131965,0.28029931849799844,0.02331691001578041,1242817206,C,MIDDLE AFRICA,28.1,False
1374,Félix Sabal Lecco (politician),https://en.wikipedia.org/wiki/Félix_Sabal_Lecco_(politician),Cameroon,0.13942740336371218,0.39463758209086464,0.009831804176556241,0.039016816064782606,0.3843798628689599,0.032706531435124454,1148553193,C,MIDDLE AFRICA,28.1,False
1375,François Sengat-Kuo,https://en.wikipedia.org/wiki/François_Sengat-Kuo,Cameroon,0.00986615543922023,0.01428084422847098,0.0018860898260481915,0.00421484140546381,0.10177766586052221,0.8679744032402744,1199699881,C,MIDDLE AFRICA,28.1,False
1376,Madeleine Tchuente,https://en.wikipedia.org/wiki/Madeleine_Tchuente,Cameroon,0.06579610502272742,0.21274239974357237,0.005721150678244562,0.01408342712222665,0.6306530036993837,0.07100391373384511,1225866384,C,MIDDLE AFRICA,28.1,False
1377,Félix Tonye Mbog,https://en.wikipedia.org/wiki/Félix_Tonye_Mbog,Cameroon,0.0420534302241985,0.0967776662807179,0.0046980339799889675,0.01321336386070026,0.6579178373472028,0.18533966830719165,1226983598,C,MIDDLE AFRICA,28.1,False
1378,Kah Walla,https://en.wikipedia.org/wiki/Kah_Walla,Cameroon,0.19692605946603942,0.27821618457217545,0.022487913850710792,0.47534221667267423,0.022203975714460256,0.004823649723939879,1239668367,C,MIDDLE AFRICA,28.1,False
1379,Zakiatou Djamo,https://en.wikipedia.org/wiki/Zakiatou_Djamo,Cameroon,0.02407090004201847,0.06523977223395555,0.004287286129147696,0.009888278276120361,0.4437440446395172,0.45276971867924065,1235834775,C,MIDDLE AFRICA,28.1,False
1380,José Manuel Gomes Andrade,https://en.wikipedia.org/wiki/José_Manuel_Gomes_Andrade,Cape Verde,0.007095291574765149,0.009514280791730705,0.0013591166979210689,0.00318078910273239,0.017364153000899857,0.9614863688319507,1216083405,C,WESTERN AFRICA,0.6,False
1381,Honório Barreto,https://en.wikipedia.org/wiki/Honório_Barreto,Cape Verde,0.06147937377783131,0.2911078680494121,0.006352127231230775,0.017478914938107215,0.5588467319272099,0.06473498407620852,1249443443,C,WESTERN AFRICA,0.6,False
1382,Pedro Fernandes Lopes,https://en.wikipedia.org/wiki/Pedro_Fernandes_Lopes,Cape Verde,0.13180324136849667,0.5970823710434495,0.0066235314135850865,0.08636570350969715,0.17051638573265582,0.007608766932115891,1191590141,C,WESTERN AFRICA,0.6,False
1383,Januaria Moreira,https://en.wikipedia.org/wiki/Januaria_Moreira,Cape Verde,0.05320687832666398,0.12394850869095632,0.006166015404171099,0.015463386737273446,0.4127929713639834,0.38842223947695165,1225864918,C,WESTERN AFRICA,0.6,False
1384,Paulo Rocha (Cape Verde politician),https://en.wikipedia.org/wiki/Paulo_Rocha_(Cape_Verde_politician),Cape Verde,0.007013939217741651,0.022204233832035562,0.0012906405368506492,0.003261956196043932,0.03436427955289703,0.9318649506644312,1177459663,C,WESTERN AFRICA,0.6,False
1385,Gilberto Correia Carvalho Silva,https://en.wikipedia.org/wiki/Gilberto_Correia_Carvalho_Silva,Cape Verde,0.01895245189190687,0.03322507372650095,0.0033442785843171077,0.008652951569012557,0.19719957783788086,0.7386256663903815,1101613548,C,WESTERN AFRICA,0.6,False
1386,Luís Filipe Tavares,https://en.wikipedia.org/wiki/Luís_Filipe_Tavares,Cape Verde,0.06865175161907733,0.12939222287436158,0.005546865989070314,0.01587862176634767,0.6381395022098673,0.14239103554127588,1213485215,C,WESTERN AFRICA,0.6,False
1387,Carlos de Vasconcelos,https://en.wikipedia.org/wiki/Carlos_de_Vasconcelos,Cape Verde,0.02640486375131833,0.060252656591357284,0.0048139255564911936,0.00974640711772644,0.7562638647282967,0.14251828225481014,1216635216,C,WESTERN AFRICA,0.6,False
1388,Abraão Vicente,https://en.wikipedia.org/wiki/Abraão_Vicente,Cape Verde,0.04254429000197947,0.07912541115272,0.005096214243569695,0.012663180222419319,0.5098958517049033,0.3506750526744083,1213485569,C,WESTERN AFRICA,0.6,False
1389,Jean-Bédel Bokassa,https://en.wikipedia.org/wiki/Jean-Bédel_Bokassa,Central African Republic,0.08586781068217325,0.045030211829565694,0.5999198420279696,0.2543490198472864,0.010965088205757832,0.0038680274072473066,1248397829,FA,MIDDLE AFRICA,6.2,True
1390,Antoine Darlan,https://en.wikipedia.org/wiki/Antoine_Darlan,Central African Republic,0.40098719720266296,0.41279225594135815,0.02760695474684465,0.12459509165582264,0.026069718374949084,0.007948782078362516,1217196175,C,MIDDLE AFRICA,6.2,False
1391,Georges Darlan,https://en.wikipedia.org/wiki/Georges_Darlan,Central African Republic,0.3283940014184564,0.45817724193124665,0.031052125132904757,0.13577938900897013,0.03735353061398627,0.009243711894435592,1211998269,C,MIDDLE AFRICA,6.2,False
1392,Catherine Denguiadé,https://en.wikipedia.org/wiki/Catherine_Denguiadé,Central African Republic,0.14047657954959616,0.3360527229200681,0.006902863306878691,0.015841122240316814,0.48026369121839,0.020463020764750126,1242454262,C,MIDDLE AFRICA,6.2,False
1393,Henri-Marie Dondra,https://en.wikipedia.org/wiki/Henri-Marie_Dondra,Central African Republic,0.01666619468101231,0.04638032690876831,0.0028802729695207854,0.007909063915218568,0.13669243264235487,0.789471708883125,1221994311,C,MIDDLE AFRICA,6.2,False
1394,Saif Durbar,https://en.wikipedia.org/wiki/Saif_Durbar,Central African Republic,0.28061265076987624,0.37940623621891145,0.010703258813904564,0.2318649671556024,0.0838246093747914,0.01358827766691411,1240973609,C,MIDDLE AFRICA,6.2,False
1395,Gaston N'Guérékata,https://en.wikipedia.org/wiki/Gaston_N'Guérékata,Central African Republic,0.19178313163834612,0.5187057129566706,0.013523165449672987,0.05510746421935837,0.21359433354601545,0.007286192189936493,1239810898,C,MIDDLE AFRICA,6.2,False
1396,Jean-Benoît Gonda,https://en.wikipedia.org/wiki/Jean-Benoît_Gonda,Central African Republic,0.0065476856534867406,0.009723841909232249,0.0014227677880177493,0.0030608208579138217,0.04361594298187474,0.9356289408094747,1159473113,C,MIDDLE AFRICA,6.2,False
1397,Hassan Al Habib,https://en.wikipedia.org/wiki/Hassan_Al_Habib,Central African Republic,0.009455976281516211,0.01515923195740007,0.001534156243942431,0.0035101248046945943,0.02042208813808774,0.9499184225743589,1140307699,C,MIDDLE AFRICA,6.2,False
1398,Rodolphe Iddi Lala,https://en.wikipedia.org/wiki/Rodolphe_Iddi_Lala,Central African Republic,0.21249669723732545,0.4454489264791247,0.0055286114380410445,0.035387884789912935,0.288447647577272,0.012690232478324041,1242127344,C,MIDDLE AFRICA,6.2,False
1399,Désiré Kolingba,https://en.wikipedia.org/wiki/Désiré_Kolingba,Central African Republic,0.008858125074934204,0.015968245316849282,0.0017394077985309977,0.003904650797464847,0.06973068484429393,0.8997988861679267,1226461295,C,MIDDLE AFRICA,6.2,False
1400,Tchakpa M'brede,https://en.wikipedia.org/wiki/Tchakpa_M'brede,Central African Republic,0.03225032862812347,0.061781430354445395,0.003765953460021341,0.010257934274681923,0.6413623152227863,0.25058203805994167,1246969392,C,MIDDLE AFRICA,6.2,False
1401,Karim Meckassoua,https://en.wikipedia.org/wiki/Karim_Meckassoua,Central African Republic,0.038318950467802884,0.12897193624345538,0.004952877369087254,0.00978370247590635,0.26266261327154244,0.5553099201722057,1224144854,C,MIDDLE AFRICA,6.2,False
1402,Abakar Sabone,https://en.wikipedia.org/wiki/Abakar_Sabone,Central African Republic,0.16832336121723218,0.4086697401422764,0.008281212122772916,0.32028325006296,0.08921439782149532,0.005228038633263394,1251051521,C,MIDDLE AFRICA,6.2,False
1403,Levy Yakete,https://en.wikipedia.org/wiki/Levy_Yakete,Central African Republic,0.032340903768306346,0.06004096247775506,0.0035229873360542565,0.008208035955668538,0.17383952650443238,0.7220475839577835,1229277170,C,MIDDLE AFRICA,6.2,False
1404,Achta Ahmat Bremé,https://en.wikipedia.org/wiki/Achta_Ahmat_Bremé,Chad,0.006695686957506447,0.0109408108232825,0.0013633034205046855,0.0030459187286142535,0.020551185094625724,0.9574030949754664,1243871975,C,MIDDLE AFRICA,18.3,False
1405,Kamougue Assoum,https://en.wikipedia.org/wiki/Kamougue_Assoum,Chad,0.013870874880795945,0.02618220123399254,0.0027010780280787424,0.00596947548784733,0.153839763842454,0.7974366065268315,1195939436,C,MIDDLE AFRICA,18.3,False
1406,Christian Georges Diguimbaye,https://en.wikipedia.org/wiki/Christian_Georges_Diguimbaye,Chad,0.010227918440919958,0.018433125493643475,0.0019280233439912542,0.004769333882281777,0.09348148635294225,0.8711601124862213,1227146224,C,MIDDLE AFRICA,18.3,False
1407,Firmin Djidingar,https://en.wikipedia.org/wiki/Firmin_Djidingar,Chad,0.0051052707705521085,0.008714858537648017,0.001054469695947329,0.002499657330275824,0.012900370990286066,0.9697253726752907,1191501257,C,MIDDLE AFRICA,18.3,False
1408,Roger Djikisna,https://en.wikipedia.org/wiki/Roger_Djikisna,Chad,0.00513876108905926,0.008744305622331972,0.0010640174302998238,0.0025121218775165702,0.012964698721004992,0.9695760952597875,1175430342,C,MIDDLE AFRICA,18.3,False
1409,Issa Doubragne,https://en.wikipedia.org/wiki/Issa_Doubragne,Chad,0.07393999034979672,0.2587247599415442,0.004971206939564096,0.009307973178031868,0.606391794511337,0.04666427507972608,1236321102,C,MIDDLE AFRICA,18.3,False
1410,Moussa Faki,https://en.wikipedia.org/wiki/Moussa_Faki,Chad,0.2884302332145046,0.4415706489476698,0.006845729470574149,0.05841160039680946,0.1943531151758064,0.010388672794635444,1247480258,C,MIDDLE AFRICA,18.3,False
1411,Arabi El Goni,https://en.wikipedia.org/wiki/Arabi_El_Goni,Chad,0.007565604349051612,0.0074437174432986294,0.0012632918183941987,0.0022362427971364235,0.018891736013881756,0.9625994075782373,1185921742,B,MIDDLE AFRICA,18.3,False
1412,Isabelle Kassire,https://en.wikipedia.org/wiki/Isabelle_Kassire,Chad,0.015979073681133965,0.037143365481753454,0.0026789105489504173,0.008486460255249777,0.20765619838282173,0.7280559916500907,1246170190,C,MIDDLE AFRICA,18.3,False
1413,Oueddei Kichidemi,https://en.wikipedia.org/wiki/Oueddei_Kichidemi,Chad,0.07603435115125294,0.19989167147744483,0.005902624763731682,0.013273122242616956,0.6697400297314615,0.03515820063349203,1162338564,C,MIDDLE AFRICA,18.3,False
1414,Alphonse Kotiga,https://en.wikipedia.org/wiki/Alphonse_Kotiga,Chad,0.007568393208178369,0.007886117642134231,0.0013303435694935798,0.0023197058362149346,0.034355758522299745,0.9465396812216791,1108077983,C,MIDDLE AFRICA,18.3,False
1415,Baba Laddé,https://en.wikipedia.org/wiki/Baba_Laddé,Chad,0.23035362876899182,0.4445187750878102,0.021520206432512578,0.19731479758956733,0.09415749227321024,0.012135099847908002,1207731827,C,MIDDLE AFRICA,18.3,False
1416,Nadji Madou,https://en.wikipedia.org/wiki/Nadji_Madou,Chad,0.0047242995848430685,0.004571209024864362,0.0009282460571652145,0.0014002822077089326,0.009271511615078358,0.9791044515103401,872461806,B,MIDDLE AFRICA,18.3,False
1417,Mahmoud Ali Seid,https://en.wikipedia.org/wiki/Mahmoud_Ali_Seid,Chad,0.05795375464591956,0.23386827485255485,0.0049898534110403335,0.015382940272487034,0.6536532680832198,0.03415190873477842,1231975933,C,MIDDLE AFRICA,18.3,False
1418,Mariam Mahamat Nour,https://en.wikipedia.org/wiki/Mariam_Mahamat_Nour,Chad,0.01301642435335665,0.022377748998612487,0.0024104299140954417,0.005440871158759432,0.0560287398903159,0.90072578568486,1179344861,C,MIDDLE AFRICA,18.3,False
1419,Laoukein Kourayo Médard,https://en.wikipedia.org/wiki/Laoukein_Kourayo_Médard,Chad,0.004616761743308938,0.004456659139619942,0.0009023659977975206,0.0013679630086992265,0.009717383810471361,0.9789388663001031,872513852,B,MIDDLE AFRICA,18.3,False
1420,Abbo Nassour,https://en.wikipedia.org/wiki/Abbo_Nassour,Chad,0.3522592784767466,0.49030044469345413,0.010431502384949132,0.06287248315222449,0.07523338910902387,0.008902902183601812,1144389013,C,MIDDLE AFRICA,18.3,False
1421,Tahir Hamid Nguilin,https://en.wikipedia.org/wiki/Tahir_Hamid_Nguilin,Chad,0.011092498310467946,0.026175876685084903,0.0019670754687455797,0.005602022034494205,0.09238522493313293,0.8627773025680745,1085015143,C,MIDDLE AFRICA,18.3,False
1422,Quatre Sou Quatre,https://en.wikipedia.org/wiki/Quatre_Sou_Quatre,Chad,0.007208454366731711,0.007698903466617613,0.0012761261713918547,0.0022701511914718477,0.017979338095614493,0.9635670267081725,1193126229,C,MIDDLE AFRICA,18.3,False
1423,François Tombalbaye,https://en.wikipedia.org/wiki/François_Tombalbaye,Chad,0.128843439539446,0.8016502198204216,0.0082354018237579,0.0064858236768940225,0.050849696075151066,0.0039354190643296014,1250337903,C,MIDDLE AFRICA,18.3,False
1424,Saadie Goukouni Weddeye,https://en.wikipedia.org/wiki/Saadie_Goukouni_Weddeye,Chad,0.0637799601598456,0.17811158695796483,0.006333036190597145,0.013911785697576623,0.5766674366476672,0.16119619434634846,1235451008,C,MIDDLE AFRICA,18.3,False
1425,Alejandro Serani Burgos,https://en.wikipedia.org/wiki/Alejandro_Serani_Burgos,Chile,0.34322541611520546,0.4741113061027357,0.007573482011809619,0.09286571611770322,0.07635908397327529,0.0058649956792708,1232887754,C,SOUTH AMERICA,20.0,False
1426,Beltrán Mathieu,https://en.wikipedia.org/wiki/Beltrán_Mathieu,Chile,0.34600158383082735,0.32613263493942835,0.008426437519788225,0.24994183638086306,0.0607121004316013,0.00878540689749162,1240166319,B,SOUTH AMERICA,20.0,False
1427,Alexandra Benado,https://en.wikipedia.org/wiki/Alexandra_Benado,Chile,0.1068704851088187,0.32259568172687353,0.004560034785824329,0.02465503437970993,0.5144488741662123,0.026869889832561354,1247622508,C,SOUTH AMERICA,20.0,False
1428,Rolando Calderón,https://en.wikipedia.org/wiki/Rolando_Calderón,Chile,0.00919851620152716,0.01603995718207696,0.002012949370599967,0.004266804736368025,0.050201668528711454,0.9182801039807164,1241145448,C,SOUTH AMERICA,20.0,False
1429,Eugenio Cantuarias,https://en.wikipedia.org/wiki/Eugenio_Cantuarias,Chile,0.008750744269812538,0.01574729352172842,0.001947503842258041,0.0040633929247529685,0.0485320018799141,0.9209590635615338,1246582918,C,SOUTH AMERICA,20.0,False
1430,Carlos Balmaceda Saavedra,https://en.wikipedia.org/wiki/Carlos_Balmaceda_Saavedra,Chile,0.14517328565310278,0.30897395136017175,0.006298000804096969,0.019911780876485593,0.4955804933098686,0.024062487996274324,1246583396,C,SOUTH AMERICA,20.0,False
1431,Jorge Cauas,https://en.wikipedia.org/wiki/Jorge_Cauas,Chile,0.005822913564419761,0.008115734135642089,0.0011774681433503135,0.002433148042820163,0.01462339250999016,0.9678273436037775,1216583569,C,SOUTH AMERICA,20.0,False
1432,Alberto Cooper,https://en.wikipedia.org/wiki/Alberto_Cooper,Chile,0.009281916669579183,0.021087731216885546,0.002046169189019055,0.004045103622546349,0.07754080937303752,0.8859982699289324,1246582150,C,SOUTH AMERICA,20.0,False
1433,Fernando Cordero Rusque,https://en.wikipedia.org/wiki/Fernando_Cordero_Rusque,Chile,0.006994775589995302,0.009529052825452104,0.0013607334401442807,0.002907934125456,0.017407257632065003,0.9618002463868871,1246582796,C,SOUTH AMERICA,20.0,False
